table with row headers in column A and column headers in rows 3 through 4 (leading dots indicate sub-parts),,,,,,,,,,,,
"Table 1. Annual Estimates of the Population of Metropolitan and Micropolitan Statistical Areas: April 1, 2000 to July 1, 2007",,,,,,,,,,,,
"CBSA
Code","Metro
Division
Code",Geographic area,Population estimates,,,,,,,,"April 1, 2000",
30940,,"London, KY","57,351","56,717","56,067","55,499","55,122","54,318","53,544","52,923","52,715","52,715"
31060,,"Los Alamos, NM","18,558","18,719","18,578","18,561","18,515","18,144","17,662","18,279","18,343","18,343"
31260,,"Lufkin, TX","82,812","82,204","81,184","80,954","80,645","80,258","79,966","80,234","80,130","80,130"
31300,,"Lumberton, NC","128,149","127,067","126,250","124,840","124,657","124,066","123,611","123,355","123,241","123,339"
31380,,"Macomb, IL","31,992","31,975","32,080","32,269","32,543","32,823","32,804","32,853","32,913","32,913"
31500,,"Madison, IN","32,704","32,720","32,426","32,193","32,045","32,098","32,002","31,730","31,705","31,705"
31580,,"Madisonville, KY","46,286","46,323","46,259","46,460","46,436","46,244","46,086","46,463","46,517","46,519"
31620,,"Magnolia, AR","24,351","24,635","24,603","24,816","24,835","25,181","25,316","25,565","25,603","25,603"
31660,,"Malone, NY","50,449","50,427","50,416","50,526","50,739","50,630","50,844","51,094","51,134","51,134"
31740,,"Manhattan, KS","113,629","113,386","111,539","110,503","110,704","108,901","108,867","109,042","109,008","108,999"
31820,,"Manitowoc, WI","80,928","80,993","81,106","81,289","81,587","82,077","82,650","82,924","82,893","82,887"
31860,,"Mankato-North Mankato, MN","91,482","90,895","89,437","88,774","88,249","87,417","86,698","85,858","85,708","85,712"
31940,,"Marinette, WI-MI","66,820","67,071","67,538","67,771","68,069","68,267","68,413","68,726","68,710","68,710"
31980,,"Marion, IN","68,847","69,501","70,061","70,894","71,662","72,155","72,739","73,294","73,403","73,403"
32020,,"Marion, OH","65,248","65,486","65,768","65,780","65,929","65,897","66,007","66,148","66,209","66,217"
32060,,"Marion-Herrin, IL","64,541","63,856","63,470","63,098","62,330","62,093","61,739","61,265","61,294","61,296"
32100,,"Marquette, MI","65,216","65,222","65,122","65,138","64,676","64,792","64,639","64,612","64,634","64,634"
32140,,"Marshall, MN","24,695","24,767","24,665","24,559","24,757","24,982","25,374","25,436","25,425","25,425"
32180,,"Marshall, MO","22,701","22,725","22,887","22,965","22,882","22,973","23,411","23,748","23,756","23,756"
32220,,"Marshall, TX","63,504","63,375","62,502","62,403","61,837","62,005","62,289","62,055","62,110","62,110"
32260,,"Marshalltown, IA","39,316","39,049","39,136","39,312","39,084","39,054","39,278","39,316","39,311","39,311"
32270,,"Marshfield-Wisconsin Rapids, WI","73,944","74,125","74,519","74,814","74,921","75,126","75,358","75,553","75,555","75,555"
32280,,"Martin, TN","33,227","33,306","33,541","33,546","33,945","34,209","34,358","34,898","34,895","34,895"
32300,,"Martinsville, VA","70,122","70,385","70,575","71,079","71,662","72,151","72,747","73,275","73,349","73,346"
32340,,"Maryville, MO","22,120","22,053","22,068","22,010","21,954","21,999","21,945","21,876","21,912","21,912"
32380,,"Mason City, IA","51,701","51,831","52,102","52,411","52,892","53,075","53,551","54,252","54,356","54,356"
32460,,"Mayfield, KY","37,557","37,329","37,278","37,091","37,133","36,965","36,988","37,086","37,028","37,028"
32500,,"Maysville, KY","31,075","30,976","30,673","30,546","30,367","30,523","30,786","30,908","30,892","30,892"
32540,,"McAlester, OK","44,711","44,388","43,977","43,690","43,723","43,794","43,360","43,952","43,953","43,953"
32620,,"McComb, MS","53,143","53,455","52,037","51,863","51,938","52,098","52,215","52,562","52,539","52,539"
32660,,"McMinnville, TN","39,690","39,445","39,264","39,113","39,022","38,662","38,663","38,394","38,276","38,276"
32700,,"McPherson, KS","29,196","29,054","29,261","29,199","29,185","29,219","29,483","29,570","29,554","29,554"
32740,,"Meadville, PA","88,663","88,887","89,101","89,429","89,644","89,965","90,115","90,340","90,366","90,366"
32860,,"Menomonie, WI","42,329","42,159","41,716","41,453","40,998","40,765","40,454","39,959","39,858","39,858"
32940,,"Meridian, MS","104,623","104,541","104,740","105,255","105,710","105,797","105,936","106,469","106,569","106,569"
32980,,"Merrill, WI","29,659","29,743","29,912","29,920","29,805","29,801","29,649","29,702","29,641","29,641"
33020,,"Mexico, MO","25,892","26,026","25,833","25,570","25,758","25,813","25,727","25,810","25,853","25,853"
33060,,"Miami, OK","32,474","32,861","32,510","32,411","32,425","32,633","33,045","33,242","33,194","33,194"
33180,,"Middlesborough, KY","28,987","29,121","29,254","29,399","29,587","29,792","29,627","30,045","30,060","30,060"
33220,,"Midland, MI","82,818","82,964","83,270","83,544","83,628","83,487","83,541","83,009","82,874","82,874"
33300,,"Milledgeville, GA","55,625","54,991","55,019","54,843","54,685","54,700","54,651","54,794","54,776","54,776"
33380,,"Minden, LA","40,924","40,989","40,876","40,892","40,932","41,264","41,323","41,714","41,828","41,831"
33420,,"Mineral Wells, TX","27,321","27,541","27,269","27,099","27,150","27,060","27,089","27,085","27,026","27,026"
33500,,"Minot, ND","63,465","63,861","64,393","65,057","64,982","65,398","66,106","67,233","67,394","67,392"
33580,,"Mitchell, SD","22,641","22,657","22,538","22,524","22,152","22,080","22,076","21,882","21,880","21,880"
33620,,"Moberly, MO","25,590","25,536","25,456","25,212","25,016","24,716","24,699","24,674","24,663","24,663"
33820,,"Monroe, WI","35,727","35,383","34,823","34,507","34,077","34,042","33,842","33,724","33,647","33,647"
33940,,"Montrose, CO","39,527","38,109","37,127","36,235","35,705","35,130","34,354","33,605","33,432","33,432"
33980,,"Morehead City, NC","63,238","63,255","62,430","61,868","60,979","60,259","59,747","59,413","59,383","59,383"
34020,,"Morgan City, LA","51,311","51,649","50,887","51,556","51,907","52,196","52,534","53,261","53,500","53,500"
34140,,"Moscow, ID","36,299","36,126","36,002","35,877","35,492","35,194","35,326","34,888","34,935","34,935"
34180,,"Moses Lake, WA","83,047","81,348","79,903","79,107","78,249","77,209","76,201","74,973","74,698","74,698"
34220,,"Moultrie, GA","44,814","44,217","43,449","43,360","42,862","42,742","42,291","42,129","42,038","42,053"
34260,,"Mountain Home, AR","41,950","41,152","40,285","39,584","38,970","38,660","38,425","38,469","38,386","38,386"
34300,,"Mountain Home, ID","28,856","28,381","28,639","29,107","28,912","29,324","29,197","29,094","29,130","29,130"
34340,,"Mount Airy, NC","72,380","72,191","72,062","71,832","72,093","71,974","71,685","71,289","71,209","71,219"
34380,,"Mount Pleasant, MI","66,693","66,604","66,202","65,797","65,086","64,264","63,893","63,421","63,351","63,351"
34420,,"Mount Pleasant, TX","29,392","28,775","28,160","28,942","28,556","28,139","27,957","28,108","28,118","28,118"
34460,,"Mount Sterling, KY","43,584","43,240","42,559","41,919","41,584","41,330","40,798","40,381","40,195","40,195"
34500,,"Mount Vernon, IL","48,413","48,473","48,429","48,416","48,347","48,429","48,514","48,662","48,666","48,666"
34540,,"Mount Vernon, OH","58,961","58,457","58,050","57,521","56,859","56,150","55,375","54,643","54,503","54,500"
34660,,"Murray, KY","36,189","36,008","35,499","35,109","34,734","34,414","34,402","34,176","34,177","34,177"
34700,,"Muscatine, IA","54,218","54,064","53,828","53,933","53,908","54,028","53,972","53,971","53,905","53,905"
34780,,"Muskogee, OK","71,116","70,732","70,297","69,965","69,987","69,528","69,509","69,413","69,451","69,451"
34860,,"Nacogdoches, TX","62,435","61,822","61,269","60,688","60,028","59,602","59,670","59,253","59,203","59,203"
35020,,"Natchez, MS-LA","50,768","51,406","50,716","51,274","52,430","53,120","53,690","54,433","54,587","54,587"
35060,,"Natchitoches, LA","39,485","39,412","38,803","38,709","38,705","39,034","38,779","39,091","39,080","39,080"
35100,,"New Bern, NC","119,450","118,827","117,737","116,687","116,774","115,641","116,216","115,018","114,855","114,751"
35140,,"Newberry, SC","37,633","37,434","36,983","36,831","36,636","36,571","36,267","36,032","36,004","36,108"
35220,,"New Castle, IN","47,181","47,492","47,319","47,592","47,696","47,977","48,243","48,447","48,508","48,508"
35260,,"New Castle, PA","90,991","91,351","92,025","92,717","93,314","93,755","94,037","94,626","94,643","94,643"
35340,,"New Iberia, LA","74,965","74,690","73,654","73,438","73,413","73,364","73,281","73,237","73,266","73,266"
35420,,"New Philadelphia-Dover, OH","91,398","91,209","91,383","91,637","91,459","91,405","91,150","91,030","90,914","90,914"
35460,,"Newport, TN","35,337","35,052","34,741","34,484","34,307","33,996","33,675","33,628","33,565","33,565"
35500,,"Newton, IA","36,748","36,852","37,061","37,293","37,425","37,382","37,273","37,216","37,213","37,213"
35580,,"New Ulm, MN","26,013","26,101","26,104","26,524","26,641","26,842","26,898","26,877","26,911","26,911"
35700,,"Nogales, AZ","42,845","42,066","41,149","40,214","39,559","39,292","38,908","38,532","38,381","38,381"
35740,,"Norfolk, NE","47,813","49,066","49,365","49,519","49,817","49,894","49,675","49,450","49,538","49,538"
35820,,"North Platte, NE","36,747","36,720","36,427","36,117","35,795","35,671","35,890","35,940","35,939","35,939"
35860,,"North Vernon, IN","28,106","27,971","28,076","27,994","27,850","28,031","27,872","27,689","27,554","27,554"
35900,,"North Wilkesboro, NC","66,844","66,615","66,567","66,442","66,674","66,582","66,358","65,787","65,636","65,632"
35940,,"Norwalk, OH","59,801","59,865","59,946","59,875","59,821","59,850","59,570","59,577","59,487","59,487"
36020,,"Oak Harbor, WA","81,326","80,857","79,683","79,338","76,651","75,602","74,160","71,853","71,558","71,558"
36060,,"Oak Hill, WV","46,334","46,358","46,352","46,835","47,133","47,007","47,108","47,498","47,579","47,579"
36180,,"Ocean Pines, MD","49,374","49,162","48,833","48,905","48,710","48,211","47,599","46,775","46,543","46,543"
36300,,"Ogdensburg-Massena, NY","109,809","109,920","110,087","110,221","110,341","110,623","111,127","111,786","111,919","111,931"
36340,,"Oil City, PA","54,763","55,167","55,554","55,844","56,326","56,654","57,060","57,470","57,565","57,565"
36380,,"Okeechobee, FL","40,311","39,998","39,354","38,665","37,301","36,831","36,318","35,920","35,910","35,910"
36460,,"Olean, NY","80,087","80,584","81,351","82,310","82,885","83,027","83,175","83,882","83,955","83,955"
36580,,"Oneonta, NY","62,397","62,583","62,702","62,485","62,166","61,799","61,687","61,668","61,676","61,676"
36620,,"Ontario, OR-ID","53,886","53,088","52,735","52,368","52,444","52,419","52,341","52,158","52,193","52,193"
36660,,"Opelousas-Eunice, LA","91,362","90,764","88,690","88,348","87,985","87,818","87,618","87,716","87,700","87,700"
36700,,"Orangeburg, SC","89,952","89,804","90,772","90,626","90,973","91,153","91,267","91,489","91,514","91,582"
36820,,"Oskaloosa, IA","22,280","22,180","22,257","22,090","22,041","22,323","22,381","22,304","22,335","22,335"
36860,,"Ottawa-Streator, IL","153,666","153,150","152,442","152,314","152,545","152,451","153,125","153,066","153,138","153,098"
36900,,"Ottumwa, IA","35,551","35,766","35,816","35,687","35,739","35,818","35,961","36,008","36,051","36,051"
36940,,"Owatonna, MN","36,378","35,992","35,524","35,099","34,690","34,355","34,181","33,808","33,680","33,680"
37020,,"Owosso, MI","71,753","72,224","72,312","72,686","72,185","72,011","71,940","71,707","71,687","71,687"
37060,,"Oxford, MS","42,716","42,197","41,314","40,988","40,670","39,544","39,123","38,764","38,738","38,744"
37140,,"Paducah, KY-IL","97,791","97,522","97,629","97,406","97,428","97,664","97,907","98,677","98,765","98,765"
37220,,"Pahrump, NV","44,116","42,314","40,111","37,400","35,654","34,605","33,876","33,121","32,715","32,485"
37260,,"Palatka, FL","73,821","73,455","72,697","71,979","71,210","70,970","70,362","70,413","70,423","70,423"
37300,,"Palestine, TX","56,760","56,474","56,077","55,610","55,598","54,384","54,117","55,065","55,109","55,109"
37420,,"Pampa, TX","22,878","22,520","22,214","22,059","22,328","22,620","22,967","23,461","23,631","23,631"
37500,,"Paragould, AR","40,397","39,928","39,168","38,700","38,326","38,044","37,814","37,508","37,331","37,331"
37540,,"Paris, TN","31,630","31,503","31,324","31,103","31,072","31,273","31,175","31,122","31,102","31,115"
37580,,"Paris, TX","49,255","49,110","49,153","49,119","49,108","48,848","48,580","48,605","48,499","48,499"
37660,,"Parsons, KS","21,973","21,984","21,957","21,960","22,145","22,261","22,466","22,743","22,832","22,835"
37740,,"Payson, AZ","51,994","51,451","50,879","50,828","50,867","51,189","51,119","51,359","51,335","51,335"
37780,,"Pecos, TX","11,183","11,151","11,258","11,568","12,026","12,412","12,682","13,051","13,137","13,137"
37800,,"Pella, IA","32,775","32,767","32,339","32,277","32,287","32,418","32,507","32,100","32,054","32,052"
37820,,"Pendleton-Hermiston, OR","84,690","84,546","84,376","84,299","83,808","83,268","81,616","81,719","81,543","81,543"
37940,,"Peru, IN","36,641","36,954","36,812","36,603","36,861","36,784","36,347","36,161","36,082","36,082"
38020,,"Phoenix Lake-Cedar Ridge, CA","55,806","56,149","56,295","56,204","56,222","55,684","55,161","54,652","54,504","54,501"
38100,,"Picayune, MS","57,071","56,360","51,820","51,302","50,504","50,076","49,363","48,768","48,621","48,621"
38180,,"Pierre, SD","19,667","19,545","19,501","19,441","19,281","19,247","19,121","19,264","19,253","19,253"
38200,,"Pierre Part, LA","22,991","23,065","22,859","23,060","23,080","23,119","23,179","23,380","23,388","23,388"
38260,,"Pittsburg, KS","38,860","38,713","38,568","38,595","38,577","38,298","38,401","38,239","38,245","38,242"
38380,,"Plainview, TX","35,731","35,862","35,757","36,011","35,368","35,474","35,804","36,580","36,602","36,602"
38420,,"Platteville, WI","48,792","48,815","49,063","49,181","49,198","49,260","49,528","49,533","49,597","49,597"
38460,,"Plattsburgh, NY","82,215","82,101","81,827","81,498","81,166","80,615","80,316","79,957","79,894","79,894"
38500,,"Plymouth, IN","46,698","46,648","46,384","46,165","45,823","45,464","45,501","45,243","45,128","45,128"
38580,,"Point Pleasant, WV-OH","56,387","56,405","56,500","56,690","56,931","57,032","57,058","57,059","57,028","57,026"
38620,,"Ponca City, OK","45,638","45,661","46,088","46,598","47,110","47,530","47,434","47,939","48,080","48,080"
38700,,"Pontiac, IL","38,258","38,347","38,678","38,824","38,964","39,177","39,640","39,653","39,678","39,678"
38740,,"Poplar Bluff, MO","41,326","41,444","41,273","40,890","40,670","40,758","40,651","40,803","40,867","40,867"
38780,,"Portales, NM","19,142","18,915","18,798","18,636","18,576","18,529","18,296","17,986","18,018","18,018"
38820,,"Port Angeles, WA","70,474","69,716","68,819","67,488","66,392","65,856","64,793","64,288","64,180","64,525"
39020,,"Portsmouth, OH","75,958","76,068","76,245","76,416","77,195","77,939","78,399","79,100","79,195","79,195"
39060,,"Pottsville, PA","147,269","147,037","146,209","146,504","147,359","148,515","149,130","150,089","150,334","150,336"
39220,,"Price, UT","19,634","19,230","19,205","19,462","19,679","19,753","19,693","20,354","20,425","20,422"
39260,,"Prineville, OR","22,906","22,527","21,716","21,195","20,418","20,077","19,880","19,322","19,184","19,182"
39420,,"Pullman, WA","41,229","41,404","41,399","41,162","40,650","40,973","40,499","40,728","40,740","40,740"
39500,,"Quincy, IL-MO","77,086","77,235","77,033","76,975","77,507","78,128","78,435","78,723","78,771","78,771"
39700,,"Raymondville, TX","20,513","20,476","20,328","20,043","19,870","19,831","19,822","20,051","20,082","20,082"
39780,,"Red Bluff, CA","61,114","60,508","59,702","58,872","57,990","57,032","56,485","56,136","56,039","56,039"
39860,,"Red Wing, MN","45,839","45,481","45,298","45,291","44,981","44,920","44,571","44,160","44,127","44,127"
39940,,"Rexburg, ID","49,164","48,607","47,134","45,637","42,961","41,379","39,744","39,256","39,286","39,286"
39980,,"Richmond, IN","68,260","68,559","68,894","69,355","69,941","70,233","70,528","71,024","71,097","71,097"
40080,,"Richmond-Berea, KY","97,790","96,830","95,297","93,519","91,763","90,379","89,180","87,952","87,454","87,454"
40100,,"Rio Grande City-Roma, TX","61,833","60,717","59,703","59,015","57,558","56,013","54,626","53,815","53,597","53,597"
40180,,"Riverton, WY","37,479","36,829","36,300","35,962","35,810","35,808","35,609","35,816","35,804","35,804"
40260,,"Roanoke Rapids, NC","75,890","76,139","76,620","76,872","77,564","78,063","78,614","79,340","79,456","79,456"
40300,,"Rochelle, IL","55,011","54,643","53,975","53,387","52,828","52,144","51,617","51,164","51,032","51,032"
40460,,"Rockingham, NC","45,985","45,919","46,066","46,037","46,178","46,547","46,359","46,570","46,557","46,564"
40500,,"Rockland, ME","40,781","40,862","40,994","40,865","40,663","40,447","39,970","39,686","39,618","39,618"
40540,,"Rock Springs, WY","39,305","38,017","37,331","36,900","36,586","36,847","36,568","37,482","37,613","37,613"
40620,,"Rolla, MO","42,550","42,466","42,040","41,586","41,109","40,668","39,936","39,892","39,825","39,825"
40700,,"Roseburg, OR","104,119","103,889","102,960","102,119","101,378","100,628","100,092","100,430","100,399","100,399"
40740,,"Roswell, NM","62,595","61,607","61,293","60,813","60,753","60,486","60,819","61,285","61,382","61,382"
40760,,"Ruidoso, NM","20,783","20,858","20,662","20,423","20,086","19,601","19,430","19,537","19,411","19,411"
40780,,"Russellville, AR","80,747","80,106","78,475","77,538","76,723","76,531","76,128","75,667","75,608","75,608"
40820,,"Ruston, LA","57,701","57,845","57,783","57,937","57,581","57,217","57,561","57,891","57,906","57,906"
40860,,"Rutland, VT","63,270","63,350","63,377","63,285","63,454","63,257","63,295","63,426","63,400","63,400"
40940,,"Safford, AZ","42,523","40,821","40,105","39,882","40,171","40,809","41,731","42,022","42,036","42,036"
41220,,"St. Marys, GA","48,689","47,005","46,039","45,277","44,549","45,355","44,536","43,757","43,664","43,664"
41260,,"St. Marys, PA","32,610","32,869","33,264","33,740","34,069","34,379","34,765","35,037","35,112","35,112"
41460,,"Salina, KS","60,589","60,191","60,002","59,926","59,885","60,170","60,000","59,836","59,760","59,760"
41580,,"Salisbury, NC","137,383","135,487","133,917","133,322","133,393","133,422","132,196","130,677","130,340","130,340"
41820,,"Sanford, NC","57,973","56,832","55,498","54,417","52,873","51,690","51,156","49,395","49,170","49,040"
42300,,"Sault Ste. Marie, MI","38,922","38,648","38,602","38,493","38,562","38,587","38,420","38,564","38,543","38,543"
42380,,"Sayre, PA","61,471","61,594","61,814","61,858","61,991","62,352","62,506","62,760","62,761","62,761"
42420,,"Scottsbluff, NE","37,104","36,945","37,017","37,039","37,240","37,359","37,350","37,791","37,770","37,770"
42460,,"Scottsboro, AL","53,030","53,052","52,977","53,263","53,517","53,671","53,982","54,030","53,926","53,926"
42500,,"Scottsburg, IN","23,679","23,617","23,620","23,414","23,468","23,267","23,274","23,035","22,966","22,960"
42580,,"Seaford, DE","184,291","180,039","175,770","171,502","167,903","163,850","160,330","157,458","156,635","156,638"
42620,,"Searcy, AR","73,441","72,621","71,401","70,436","69,434","68,875","68,342","67,410","67,165","67,165"
42700,,"Sebring, FL","99,349","97,594","95,233","92,832","90,773","89,893","88,502","87,418","87,366","87,366"
42740,,"Sedalia, MO","40,807","40,538","40,072","39,596","39,474","39,409","39,484","39,444","39,403","39,403"
42780,,"Selinsgrove, PA","38,113","38,042","37,795","37,976","37,905","37,805","37,747","37,537","37,546","37,546"
42820,,"Selma, AL","43,079","43,282","43,413","43,973","44,538","44,971","45,928","46,194","46,393","46,365"
42860,,"Seneca, SC","70,753","69,993","69,302","68,626","68,152","67,722","66,930","66,416","66,215","66,215"
42900,,"Seneca Falls, NY","34,228","34,238","34,370","34,679","34,735","34,744","34,641","33,346","33,342","33,342"
42940,,"Sevierville, TN","83,527","81,655","79,593","77,303","75,630","74,401","73,215","71,700","71,170","71,170"
42980,,"Seymour, IN","42,184","42,052","41,934","41,631","41,560","41,442","41,382","41,402","41,335","41,335"
43060,,"Shawnee, OK","69,038","68,244","67,767","67,447","67,568","66,625","66,270","65,672","65,519","65,521"
43140,,"Shelby, NC","98,453","97,752","97,554","97,769","97,737","97,505","97,143","96,544","96,258","96,287"
43180,,"Shelbyville, TN","44,062","43,102","41,963","40,875","39,937","39,160","38,530","37,820","37,586","37,586"
43220,,"Shelton, WA","56,384","54,915","53,294","52,333","51,635","50,711","50,001","49,549","49,405","49,405"
43260,,"Sheridan, WY","27,998","27,482","27,159","27,012","26,981","26,879","26,648","26,590","26,560","26,560"
43380,,"Sidney, OH","48,834","48,579","48,505","48,301","48,294","48,257","48,274","47,994","47,910","47,910"
43420,,"Sierra Vista-Douglas, AZ","127,866","126,763","125,521","123,405","121,267","119,823","118,658","118,036","117,738","117,755"
43460,,"Sikeston, MO","40,735","40,671","40,672","40,476","40,428","40,296","40,424","40,390","40,422","40,422"
43500,,"Silver City, NM","29,699","29,388","29,289","29,051","29,498","30,196","30,712","30,893","31,002","31,002"
43540,,"Silverthorne, CO","26,547","25,971","25,454","25,297","25,394","25,007","24,718","23,693","23,548","23,548"
43660,,"Snyder, TX","16,011","15,874","15,780","15,865","15,723","15,860","15,744","16,241","16,361","16,361"
43700,,"Somerset, KY","60,148","59,539","58,980","58,400","57,633","57,142","56,670","56,340","56,217","56,217"
43740,,"Somerset, PA","77,861","78,206","78,509","79,000","79,441","79,464","79,448","80,029","80,023","80,023"
43860,,"Southern Pines-Pinehurst, NC","84,435","82,543","80,973","79,631","78,521","77,630","76,323","75,179","74,768","74,769"
43940,,"Spearfish, SD","23,347","22,984","22,720","22,474","22,027","21,702","21,708","21,763","21,802","21,802"
43980,,"Spencer, IA","16,689","16,737","16,790","16,920","16,959","17,068","17,251","17,370","17,372","17,372"
44020,,"Spirit Lake, IA","16,696","16,684","16,619","16,489","16,328","16,350","16,475","16,461","16,424","16,424"
44260,,"Starkville, MS","43,898","43,322","42,468","42,150","42,261","42,409","42,843","43,047","42,902","42,902"
44340,,"Statesboro, GA","66,176","64,762","63,574","61,294","59,701","57,683","57,016","56,228","55,983","55,983"
44380,,"Statesville-Mooresville, NC","151,445","146,189","140,268","136,366","132,985","130,348","127,154","123,618","122,660","122,660"
44420,,"Staunton-Waynesboro, VA","116,412","114,937","113,540","112,134","110,950","110,608","109,530","109,225","108,988","108,988"
44500,,"Stephenville, TX","35,633","35,357","34,532","34,257","33,662","33,334","32,886","33,056","33,001","33,001"
44540,,"Sterling, CO","21,055","20,973","20,882","21,143","21,298","21,234","21,272","20,648","20,574","20,504"
44580,,"Sterling, IL","59,198","59,277","59,262","59,500","59,589","60,119","60,566","60,633","60,651","60,653"
44620,,"Stevens Point, WI","68,272","67,838","67,584","67,618","67,398","67,399","67,296","67,255","67,182","67,182"
44660,,"Stillwater, OK","79,931","79,308","75,774","75,149","73,962","72,161","70,930","68,268","68,190","68,190"
44740,,"Storm Lake, IA","19,776","19,738","19,789","19,864","20,036","20,177","20,208","20,354","20,409","20,411"
44780,,"Sturgis, MI","62,449","62,388","62,464","62,424","62,471","62,260","62,482","62,519","62,422","62,422"
44860,,"Sulphur Springs, TX","33,769","33,350","33,148","32,904","32,514","32,282","32,184","32,015","31,960","31,960"
44900,,"Summerville, GA","26,797","26,116","25,933","25,891","26,263","25,915","25,816","25,494","25,470","25,470"
44980,,"Sunbury, PA","91,003","91,049","91,590","92,085","92,602","93,081","93,539","94,472","94,556","94,556"
45000,,"Susanville, CA","35,031","34,104","34,083","34,136","33,722","33,316","33,508","33,748","33,828","33,828"
45020,,"Sweetwater, TX","14,614","14,576","14,602","14,876","15,018","15,054","15,343","15,753","15,802","15,802"
45140,,"Tahlequah, OK","45,393","45,091","44,487","44,192","43,893","43,542","43,043","42,675","42,521","42,521"
45180,,"Talladega-Sylacauga, AL","80,255","80,155","79,928","79,772","79,794","80,264","80,299","80,341","80,327","80,321"
45260,,"Tallulah, LA","11,858","11,964","12,105","12,269","12,626","13,032","13,396","13,709","13,728","13,728"
45340,,"Taos, NM","31,608","31,396","31,190","31,153","30,917","30,594","30,106","30,067","29,979","29,979"
45380,,"Taylorville, IL","34,543","34,609","34,852","35,019","34,916","35,036","35,158","35,356","35,372","35,372"
45540,,"The Villages, FL","72,246","68,118","63,458","60,123","58,850","57,526","54,739","53,560","53,345","53,345"
45580,,"Thomaston, GA","27,562","27,498","27,480","27,505","27,609","27,573","27,706","27,615","27,597","27,597"
45620,,"Thomasville, GA","45,237","44,713","44,254","43,358","43,424","42,916","42,880","42,818","42,734","42,737"
45640,,"Thomasville-Lexington, NC","156,530","154,857","153,378","152,546","151,530","150,482","149,235","147,659","147,250","147,246"
45660,,"Tiffin, OH","56,705","56,869","57,289","57,567","57,777","57,960","58,320","58,607","58,683","58,683"
45700,,"Tifton, GA","41,610","41,398","40,459","39,995","39,253","38,934","38,533","38,436","38,390","38,407"
45740,,"Toccoa, GA","25,268","25,212","25,070","25,147","25,337","25,587","25,565","25,480","25,435","25,435"
45860,,"Torrington, CT","188,273","188,360","187,861","187,794","186,791","185,655","183,971","182,622","182,212","182,193"
45900,,"Traverse City, MI","142,075","141,213","139,995","139,006","137,871","136,165","134,710","132,002","131,342","131,342"
45980,,"Troy, AL","29,925","30,009","29,710","29,752","29,429","29,293","29,636","29,736","29,693","29,605"
46020,,"Truckee-Grass Valley, CA","97,027","96,822","96,675","96,072","95,263","94,460","93,612","92,508","92,033","92,033"
46100,,"Tullahoma, TN","99,067","98,172","97,237","96,286","95,557","94,934","93,997","93,292","93,024","93,024"
46180,,"Tupelo, MS","132,245","131,103","129,476","128,628","128,019","126,760","126,492","125,590","125,251","125,251"
46260,,"Tuskegee, AL","22,336","22,558","22,752","23,054","23,480","23,657","23,982","24,076","24,105","24,105"
46300,,"Twin Falls, ID","93,124","90,911","88,515","86,891","85,487","83,850","82,913","82,764","82,626","82,626"
46380,,"Ukiah, CA","86,273","86,606","87,160","87,366","87,602","87,028","86,657","86,389","86,265","86,265"
46420,,"Union, SC","27,770","28,060","28,267","28,485","28,929","29,260","29,547","29,878","29,881","29,881"
46460,,"Union City, TN-KY","38,428","38,523","38,956","39,376","39,596","39,812","40,064","40,189","40,202","40,202"
46500,,"Urbana, OH","39,522","39,413","39,220","39,259","39,168","39,143","38,971","38,926","38,890","38,890"
46620,,"Uvalde, TX","26,581","26,593","26,587","26,389","26,387","26,419","25,995","25,922","25,926","25,926"
46740,,"Valley, AL","34,764","34,821","35,163","35,376","35,610","35,934","36,257","36,563","36,583","36,583"
46780,,"Van Wert, OH","28,889","29,073","29,049","29,158","29,161","29,257","29,394","29,632","29,659","29,659"
46820,,"Vermillion, SD","13,364","13,342","13,297","13,278","13,406","13,419","13,573","13,501","13,537","13,537"
46860,,"Vernal, UT","29,042","27,878","26,997","26,482","26,193","26,184","25,704","25,257","25,224","25,224"
46900,,"Vernon, TX","14,037","13,977","13,953","13,910","14,102","14,289","14,372","14,642","14,676","14,676"
46980,,"Vicksburg, MS","48,866","49,147","48,617","48,915","48,797","49,032","49,250","49,585","49,644","49,644"
47080,,"Vidalia, GA","36,880","36,356","35,801","35,413","34,974","34,658","34,583","34,375","34,337","34,337"
47180,,"Vincennes, IN","37,949","38,066","38,143","38,398","38,375","38,765","38,784","39,193","39,256","39,256"
47340,,"Wabash, IN","32,918","33,291","33,530","33,937","34,125","34,384","34,630","34,977","34,960","34,960"
47420,,"Wahpeton, ND-MN","22,916","23,244","23,826","24,095","24,422","24,312","24,563","25,063","25,136","25,136"
47460,,"Walla Walla, WA","57,709","57,609","57,304","57,128","56,524","55,908","55,214","55,224","55,180","55,180"
47500,,"Walterboro, SC","38,903","38,878","38,973","38,890","38,730","38,612","38,435","38,342","38,264","38,264"
47540,,"Wapakoneta, OH","46,429","46,463","46,657","46,414","46,327","46,405","46,574","46,594","46,611","46,611"
47620,,"Warren, PA","40,986","41,167","41,597","42,190","42,545","42,981","43,532","43,786","43,863","43,863"
47660,,"Warrensburg, MO","51,928","51,689","51,479","51,220","50,541","49,886","49,309","48,478","48,258","48,258"
47700,,"Warsaw, IN","76,115","75,811","75,462","75,089","74,897","74,713","74,674","74,222","74,057","74,057"
47780,,"Washington, IN","30,035","29,899","30,058","29,993","29,874","29,702","29,639","29,827","29,820","29,820"
